,对话编号,私信位置,应答,错最多次相应的应答,是否相同,问题类型,仅含车型信息,是否问句,是否首句,车型,车型配置,门店地址,留联系方式,新车,二手车,求联系,车型_陈述,该句车型,是否留过联系方式,上牌_问句,落地价_问句,裸车价_问句,优惠_问句,现车_问句,贷款_问句,非九大类问句,非九大类问句_首句,非九大类问句_首句_车型,分词结果,具体车型,Y,Ys,Z
662,279,2,【留资】,新车还是二手车？,不同,落地价问题,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"['湖北', '和', '江苏', '一样', '吗']",Q5L,3,6,0
663,280,1,新车还是二手车？,新车还是二手车？,相同,落地价问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q2L', '多少', '钱', '？']",Q2L,3,3,1
664,280,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['二手车'],Q2L,0,0,1
665,281,1,【留资】,省内可以/外省不行。,不同,non,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,"['18', '奥迪', 'A6', '能', '连接', '华为', '车载', 'CARLIFE', '吗']",A6,8,6,0
666,282,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['我', '想', '了解', '一下', '奥迪车']",空,2,6,0
667,282,2,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['有', 'Q3', '吗']",Q3,3,3,1
668,283,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['A6.40', '裸车', '多少', '钱', '落地', '多少', '钱']",A6,11,11,1
669,283,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['13854627617', '电话', '说']",A6,1,1,1
670,284,1,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18315974939'],空,1,1,1
671,285,1,【留资】,【留资】,相同,non,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['A645', '四驱', '什么', '时候', '到', '车', '啊']",A6,6,6,1
672,286,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['你好', '有', '三厢车', '吗']",空,2,2,1
673,286,2,落地XX万左右。,【留资】,不同,non,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['A4', '豪华', '动感', '黑色']",A4,6,0,0
674,287,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['QL'],空,2,2,1
675,287,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q3', '中配', '现在', '什么', '价', '？']",Q3,0,0,1
676,287,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['PLATEAU', '_', 'SABER']",Q3,1,1,1
677,288,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['你', '是', '主播', '吗', '？']",空,2,2,1
678,288,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['我', '问', '你', '是', '主播', '吗', '？']",空,6,6,1
679,288,3,【空】,您想咨询哪款车型？,不同,non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['算了'],空,2,7,0
680,289,1,【留资】,新车还是二手车？,不同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['微信', '有', '吗', '？', '问', '一下', 'A8']",A8,3,6,0
681,289,2,【留资】,【留资】,相同,non,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['你好', '高配', 'A6']",A6,6,6,1
682,289,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['电话', '是', '15269798868']",A6,1,1,1
683,290,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Q540', '时尚', '动感', '最', '多', '优惠', '多少', '？']",Q5,9,9,1
684,290,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13453258272'],Q5,1,1,1
685,291,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['2021Q545', '豪华', '现在', '落地', '什么', '价']",Q5,0,0,1
686,291,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['17361114888'],Q5,1,1,1
687,292,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['中奖', '钥匙扣', '怎么', '领']",空,2,6,0
688,292,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['15862511975'],空,1,1,1
689,293,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q2L', '和', 'Q3', '现在', '落地', '分别', '多少', '钱', '？']",Q2L,4,4,1
690,293,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['低配'],Q2L,0,0,1
691,294,1,【_店地址】,【_店地址】,相同,non,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['你们', '店', '在', '哪儿', '啊', '？', '可以', '线下', '看车', '吗']",空,12,12,1
692,294,2,【留资】,您想咨询哪款车型？,不同,现车问题,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['想', '看看', '都', '哪些', '车有', '现货', '也许', '可以', '试驾', '吗', '？']",空,2,6,0
693,294,3,【空】,您想咨询哪款车型？,不同,non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['好'],空,2,7,0
694,295,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['这个', '是', '你们', '销售', '顾问', '嘛', '是', '话', '我', '就', '先', '加上']",空,2,6,0
695,295,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['Q5'],Q5,3,3,1
696,295,3,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],Q5,4,4,1
697,296,1,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['A640TFSI', '致雅裸车', '优惠', '完', '多少', '钱', '？']",A6,9,9,1
698,296,2,【空】,落地XX万左右。,不同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['太贵', '了']",A6,0,7,0
699,297,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['你好', '刚', '没', '听见']",空,2,2,1
700,297,2,新车还是二手车？,新车还是二手车？,相同,贷款问题,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Q3', '.', '问下', '能贷', '几年', '每月', '多少']",Q3,3,3,1
701,298,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,优惠问题,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['你好', '店里', '现在', '有', '啥', '比较', '大', '优惠活动', '吗', '？']",空,2,2,1
702,298,2,新车还是二手车？,新车还是二手车？,相同,优惠问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['奥迪', 'A4']",A4,3,3,1
703,298,3,【留资】,新车还是二手车？,不同,现车问题,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['目前', '有现', '货车', '有', '哪些', '？']",A4,3,6,0
704,298,4,新车还是二手车？,【留资】,不同,non,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['奥迪', 'Q3', '？']",Q3,6,3,0
705,298,5,哪个配置？,哪个配置？,相同,现车问题,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['21A6', '现在', '有', '现车', '吗', '？']",A6,4,4,1
706,298,6,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13150446993'],A6,1,1,1
707,298,7,哪个配置？,目前优惠XX个点。,不同,落地价问题,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,"['优惠', '过后', '是', '多少', '？']",A6,9,4,0
708,298,8,哪个配置？,【空】,不同,裸车价问题,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"['裸车', '话', '是', '多少', '钱', '？']",A6,7,4,0
709,298,9,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['我', '昨天', '去', '你们', '店里', '给', '我', '算是', '31']",A6,7,7,1
710,298,10,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['买车', '还有', '单独', '付', '服务费', '吗', '？']",A6,7,7,1
711,298,11,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['谢谢', '！']",A6,7,7,1
712,299,1,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['19', '年', 'A6', '有', '嘛', '40']",A6,10,10,1
713,300,1,落地XX万左右。,收到，尽快联系您！,不同,落地价问题,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,"['您好', '我', '想', '咨询', '一下', '现在', 'A4AVANT', '豪华', '动感', '多少', '钱']",A4,1,0,0
714,300,2,【留资】,【空】,不同,non,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"['我', '想', '直接', '来', '店里', '看', '你们', '店里', '现在', '有', '什么', '颜色']",A4,7,6,0
715,300,3,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['谢谢'],A4,7,7,1
716,301,1,新车还是二手车？,【留资】,不同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['Q730', '多少', '？']",Q7,6,3,0
717,301,2,哪个配置？,哪个配置？,相同,落地价问题,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['新车'],Q7,4,4,1
718,302,1,【店里统一分配顾问】,【店里统一分配顾问】,相同,non,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['有', '销售', '联系方式', '吗', '？']",空,5,5,1
719,302,2,收到，尽快联系您！,有的/目前没有，但是很快就到/我们店没这款车。,不同,non,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['我', '想', '直接', '电话', '咨询', '一下', '19298989090']",空,10,1,0
720,303,1,【留资】,收到，尽快联系您！,不同,non,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"['请问', '下', 'A4ALLEOAD', '订车', '周期', '一般', '需', '多久', '？']",A4,1,6,0
721,303,2,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"['现在', '优惠', '几个', '点']",A4,9,9,1
722,303,3,【留资】,【空】,不同,non,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['小姐姐', '留个', '微信', '我', '看车']",A4,7,6,0
723,304,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['您好'],空,2,2,1
724,304,2,新车还是二手车？,新车还是二手车？,相同,落地价问题,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,['Q2L'],Q2L,3,3,1
725,304,3,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['二手车'],Q2L,0,0,1
726,305,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q5L40', '豪华', '给', '我', '个', '最低价']",Q5L,0,0,1
727,305,2,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['裸车', '？']",Q5L,11,11,1
728,305,3,【留资】,【空】,不同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['可以', '谈', '吗']",Q5L,7,6,0
729,305,4,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['微信', 'RT', '_', 'ENZYME']",Q5L,1,1,1
730,305,5,【空】,【空】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"['40', '豪华', '动感', '首付', '多少', '月', '供', '多少']",Q5L,7,7,1
731,305,6,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18951881799'],Q5L,1,1,1
732,306,1,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['有', '15', '或者', '16', '年', 'Q5', '吗']",Q5,10,10,1
733,307,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['您好', '比较', '适合', '新手', '开', '你', '能', '给', '我', '推荐', '几', '吗']",空,2,6,0
734,307,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['你', '推荐', '一下', '新手', '开车', '就', '好']",空,6,6,1
735,308,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['现在', '新', '奥迪', 'A6', '多少', '钱', '？']",A6,4,4,1
736,308,2,落地XX万左右。,【空】,不同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['最低', '配']",A6,7,0,0
737,309,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
738,309,2,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['你们', '和', '奥通家', '是', '一家', '吗']",空,6,6,1
739,309,3,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['你们', '便宜', '还是', '奥通家', '便宜', '？']",空,6,6,1
740,310,1,新车还是二手车？,新车还是二手车？,相同,non,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['江苏', '连云港', '打听', 'A6L']",A6,3,3,1
741,310,2,落地XX万左右。,落地XX万左右。,相同,落地价问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,['二手车'],A6,0,0,1
742,311,1,【留资】,您想咨询哪款车型？,不同,优惠问题,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['目前', '店里', '最大', '优惠', '车是', '哪', '一']",空,2,6,0
743,312,1,【留资】,【留资】,相同,non,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,"['Q5', '什么', '配置', '详细', '介绍', '后', '一下', '？']",Q5,6,6,1
744,312,2,【空】,【空】,相同,non,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['不了', '怕', '电话', '骚扰']",Q5,7,7,1
745,313,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['现在', '车卖', '得', '好', '吗', '？']",空,2,6,0
746,313,2,【空】,您想咨询哪款车型？,不同,non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['不用', '了']",空,2,7,0
747,314,1,【留资】,落地XX万左右。,不同,non,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['你好', '我', '问下', 'A4', '标配']",A4,0,6,0
748,315,1,新车还是二手车？,新车还是二手车？,相同,现车问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['你好', 'A5', '有', '现车', '吗', '？']",A5,3,3,1
749,315,2,有的/目前没有，但是很快就到/我们店没这款车。,有的/目前没有，但是很快就到/我们店没这款车。,相同,现车问题,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,['二手'],A5,10,10,1
750,316,1,【店里统一分配顾问】,【店里统一分配顾问】,相同,non,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['有', '销售', '联系方式', '吗', '？']",空,5,5,1
751,316,2,落地XX万左右。,【留资】,不同,non,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['奥迪', 'A740', '豪华']",A7,6,0,0
752,317,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Q5L', '豪华', '动感', '多少', '米', '？']",Q5L,0,0,1
753,317,2,收到，尽快联系您！,【空】,不同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['可以', '加', '我', '微信', '吗', '微', '信号', 'ABCD']",Q5L,7,1,0
754,317,3,【空】,【空】,相同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['顾问', '如何', '联系', '我']",Q5L,7,7,1
755,318,1,裸车XX万左右。,裸车XX万左右。,相同,裸车价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['A4L40', '豪华', '动感', '裸车']",A4,11,11,1
756,319,1,【留资】,哪个配置？,不同,优惠问题,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,"['二手', 'Q5', '贷', '几个', '点', '？']",Q5,4,6,0
757,320,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,贷款问题,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['您好', '问', '一下', '有', '免息', '政策', '吗', '？']",空,2,2,1
758,320,2,【空】,您想咨询哪款车型？,不同,non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['好', '谢谢']",空,2,7,0
759,321,1,落地XX万左右。,落地XX万左右。,相同,落地价问题,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"['想', '问下', 'A3L', '时尚', '然后', '就是', '贷', '利率', '多少']",A3L,0,0,1
760,321,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['13051971801'],A3L,1,1,1
761,322,1,【留资】,您想咨询哪款车型？,不同,优惠问题,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['最近', '保养', '有', '什么', '活动', '？']",空,2,6,0
762,322,2,收到，尽快联系您！,【_店地址】,不同,non,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['1234567890'],空,12,1,0
763,323,1,哪个配置？,哪个配置？,相同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,"['您好', '请问', 'A6', '落地', '全', '和', '分期', '一样', '钱', '吗']",A6,4,4,1
764,323,2,【留资】,落地XX万左右。,不同,落地价问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['顶配'],A6,0,6,0
765,323,3,【留资】,【空】,不同,non,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['是', '一样', '钱', '吗', '？']",A6,7,6,0
766,323,4,【留资】,【留资】,相同,贷款问题,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['全', '和', '分期', '？']",A6,6,6,1
767,323,5,【空】,【空】,相同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['好', '谢谢']",A6,7,7,1
768,324,1,省内可以/外省不行。,省内可以/外省不行。,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['异地', '可以', '上牌', '嘛', '？']",空,8,8,1
769,324,2,省内可以/外省不行。,省内可以/外省不行。,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['异地', '可以', '上牌', '嘛', '？']",空,8,8,1
770,324,3,【留资】,【留资】,相同,non,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"['我', '想', '买', 'A6']",A6,6,6,1
771,324,4,【留资】,哪个配置？,不同,优惠问题,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,"['二手', 'A4L', '贷', '几个', '点', '？']",A4,4,6,0
772,325,1,【留资】,您想咨询哪款车型？,不同,优惠问题,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['你好', '问', '下', '网上', '现在', '奥迪', '都', '是', '优惠', '四万', '八有', '这个', '政策', '吗', '？']",空,2,6,0
773,325,2,收到，尽快联系您！,【_店地址】,不同,non,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['好', '我', '手机', '是', '15396026265']",空,12,1,0
774,325,3,【空】,【空】,相同,non,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['谢谢'],空,7,7,1
775,326,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['你好'],空,2,2,1
776,326,2,您想咨询哪款车型？,您想咨询哪款车型？,相同,现车问题,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['你', '这', '也', '有', '二手车', '是', '吗']",空,2,2,1
777,327,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['买车', '找', '谁', '啊']",空,2,2,1
778,327,2,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['18335378123'],空,1,1,1
779,328,1,【留资】,哪个配置？,不同,落地价问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['奥迪', 'A8', '落地', '都', '包括', '什么', '项', '？']",A8,4,6,0
780,328,2,【空】,【空】,相同,non,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['想', '买', '很', '久', '了', '哈哈']",A8,7,7,1
781,328,3,收到，尽快联系您！,收到，尽快联系您！,相同,non,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['不', '方便', '还是', '先加', '微信', '聊', 'LSBW384']",A8,1,1,1
782,329,1,哪个配置？,哪个配置？,相同,贷款问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Q7', '新车', '可以', '贷', '几年', '？']",Q7,4,4,1
783,329,2,【留资】,【留资】,相同,贷款问题,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,['豪华'],Q7,6,6,1
784,330,1,【留资】,您想咨询哪款车型？,不同,non,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"['我', '预算', '30', '万左右', '你', '能', '不能', '介绍', '下', '有', '哪些', '车', '比较', '适合', '我']",空,2,6,0
785,331,1,您想咨询哪款车型？,您想咨询哪款车型？,相同,non,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['我', '是', '主播', '超级', '粉丝', '！']",空,2,2,1
786,331,2,【空】,省内可以/外省不行。,不同,non,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['你', '每', '一场', '直播', '我', '都', '看']",空,8,7,0
787,331,3,【留资】,【留资】,相同,non,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['可以', '加', '一下', '美女', '姐姐', '微信', '嘛']",空,6,6,1
788,332,1,新车还是二手车？,新车还是二手车？,相同,贷款问题,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Q5', '最低', '首付', '和', '月', '供', '多少', '？']",Q5,3,3,1
789,332,2,【留资】,【空】,不同,non,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['新车', '贷买']",Q5,7,6,0
790,333,1,哪个配置？,哪个配置？,相同,优惠问题,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['奥迪', 'A4', '这会儿', '有', '优惠', '吗']",A4,4,4,1
791,333,2,目前优惠XX个点。,【空】,不同,non,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['最低', '配']",A4,7,9,0
792,333,3,目前优惠XX个点。,目前优惠XX个点。,相同,优惠问题,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['奥迪', 'A4', '最低', '配置', '有', '优惠', '吗']",A4,9,9,1
